Node	CRUD	DataFlowValue
r5 := @parameter5: org.apache.tomcat.util.res.StringManager	R	r5
$r63[0] = r60	U	$r63[0]
virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r39)	R	$r1
$r25 = virtualinvoke $r24.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r4)	U	$r25
$z5 = virtualinvoke $r40.<java.io.File: boolean mkdirs()>()	U	$z5
specialinvoke $r53.<java.io.File: void <init>(java.lang.String)>(r2)	R	$r53
$z8 = virtualinvoke r10.<java.io.File: boolean delete()>()	U	$z8
$r26 = virtualinvoke $r25.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	U	$r26
$z6 = virtualinvoke $r41.<java.io.File: boolean isDirectory()>()	U	$z6
$r64 = virtualinvoke r5.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.deleteFail", $r63)	U	$r64
if $z11 == 0 goto $r65 = new java.io.File	R	$r65
r9 = (org.apache.catalina.Context) $r33	U	r9
r2 = null	U	r2
if z0 != 0 goto (branch)	R	none
$i0 = virtualinvoke r2.<java.lang.String: int length()>()	U	$i0
if $i0 != 0 goto (branch)	R	none
$i4 = virtualinvoke $r36.<java.lang.String: int length()>()	U	$i4
$r59 = virtualinvoke $r58.<java.lang.StringBuilder: java.lang.String toString()>()	U	$r59
staticinvoke <org.apache.tomcat.util.ExceptionUtils: void handleThrowable(java.lang.Throwable)>(r68)	R	$r68
staticinvoke <org.apache.catalina.manager.ManagerServlet: boolean copy(java.io.File,java.io.File)>($r65, r60)	R	$r65
specialinvoke $r61.<java.io.File: void <init>(java.io.File,java.lang.String)>($r62, r7)	R	$r61
virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void addServiced(java.lang.String)>(r6)	R	$r0
virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r75)	R	$r1
$r52 = virtualinvoke r5.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.deleteFail", $r51)	U	$r52
virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void removeServiced(java.lang.String)>(r6)	R	$r0
$z3 = virtualinvoke r4.<java.lang.String: boolean startsWith(java.lang.String)>("file:")	U	$z3
$r70 = virtualinvoke $r69.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r8)	U	$r70
if $i1 != 0 goto $i2 = r0.<org.apache.catalina.manager.ManagerServlet: int debug>	R	$r0
specialinvoke $r56.<java.lang.StringBuilder: void <init>(java.lang.String)>($r57)	R	$r56
r4 = virtualinvoke r4.<java.lang.String: java.lang.String substring(int)>($i5)	U	r4
$z4 = virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: boolean isServiced(java.lang.String)>(r6)	U	$z4
$r41 = r0.<org.apache.catalina.manager.ManagerServlet: java.io.File configBase>	U	$r41
$r73[0] = $r74	U	$r73[0]
$r22 = new java.lang.StringBuilder	C	$r22
if $z3 == 0 goto $z4 = virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: boolean isServiced(java.lang.String)>(r6)	R	$r0
specialinvoke $r47.<java.lang.StringBuilder: void <init>(java.lang.String)>($r48)	R	$r47
$r47 = new java.lang.StringBuilder	C	$r47
$r67 := @caughtexception	R	$r67
$r63 = newarray (java.lang.Object)[1]	C	$r63
$r40 = r0.<org.apache.catalina.manager.ManagerServlet: java.io.File configBase>	U	$r40
virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r44)	R	$r1
staticinvoke <org.apache.catalina.manager.ManagerServlet: boolean copy(java.io.File,java.io.File)>($r53, r10)	R	$r53
specialinvoke $r18.<java.lang.StringBuilder: void <init>(java.lang.String)>("install: Installing context configuration at \'")	R	$r18
$r14 = virtualinvoke $r13.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\' from \'")	U	$r14
$i5 = virtualinvoke $r37.<java.lang.String: int length()>()	U	$i5
$r17 = virtualinvoke $r16.<java.lang.StringBuilder: java.lang.String toString()>()	U	$r17
$r16 = virtualinvoke $r15.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	U	$r16
virtualinvoke r1.<java.io.PrintWriter: void println(java.lang.String)>($r64)	R	$r1
$r57 = staticinvoke <java.lang.String: java.lang.String valueOf(java.lang.Object)>(r7)	U	$r57
r4 = null	U	r4
$z11 = virtualinvoke r60.<java.io.File: boolean exists()>()	U	$z11
if $z8 != 0 goto $r53 = new java.io.File	R	$r53
$r44 = virtualinvoke r5.<org.apache.tomcat.util.res.StringManager: java.lang.String getString(java.lang.String,java.lang.Object[])>("managerServlet.mkdirFail", $r42)	U	$r44
if $z4 == 0 goto virtualinvoke r0.<org.apache.catalina.manager.ManagerServlet: void addServiced(java.lang.String)>(r6)	R	$r0
$r65 = new java.io.File	C	$r65
$r30 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("\'")	U	$r30
specialinvoke r0.<org.apache.catalina.manager.ManagerServlet: void writeDeployResult(java.io.PrintWriter,org.apache.tomcat.util.res.StringManager,java.lang.String,java.lang.String)>(r1, r5, r6, r8)	R	$r0
$r45 = new java.io.File	C	$r45
$z7 = virtualinvoke r10.<java.io.File: boolean isFile()>()	U	$z7
r2 := @parameter1: java.lang.String	R	r2
r68 = $r67	U	r68
if r4 == null goto $r18 = new java.lang.StringBuilder	R	$r4
r6 = virtualinvoke r3.<org.apache.catalina.util.ContextName: java.lang.String getName()>()	U	r6
$z10 = virtualinvoke r4.<java.lang.String: boolean endsWith(java.lang.String)>(".war")	U	$z10
$r31 = virtualinvoke $r30.<java.lang.StringBuilder: java.lang.String toString()>()	U	$r31
