Node	CRUD	DataFlowValue
r0 := @parameter0: java.lang.String[]	R	null
virtualinvoke r2.<sample.functionB.MethodsB: java.lang.String method01(int,int)>(1, 20)	R	null
$r1 = new sample.functionB.MethodsB	C	null
r2 = $r1	U	null
virtualinvoke r3.<java.lang.Exception: void printStackTrace()>()	R	null
goto [?= return]	R	null
specialinvoke $r1.<sample.functionB.MethodsB: void <init>()>()	R	null
$r5 := @caughtexception	R	null
r3 = $r5	U	null
return	R	null
